date,mean_median_income,mean_median_population,sample_group_id,neighborhood,bathroom_number,sample,sample_type,bathroom_type,time_colony_counted,morphotype_id,morphotype_count,colony_count_per_plate,initials_count,notes
2022-04-18,108616,4407.538,MI-B1-s2,MI,B1,s2,s,Pit-Stop,9:22,"small, yellow",128,156,AL,
2022-04-18,108616,4407.538,MI-B1-s2,MI,B1,s2,s,Pit-Stop,9:22,"tiny, opaque",28,156,AL,
2022-04-18,108616,4407.538,MI-B1-s3,MI,B1,s3,s,Pit-Stop,9:22,"tiny, yellow",216,1401,AL,
2022-04-18,108616,4407.538,MI-B1-s3,MI,B1,s3,s,Pit-Stop,9:22,"tiny, opaque",1152,1401,AL,
2022-04-18,108616,4407.538,MI-B1-s3,MI,B1,s3,s,Pit-Stop,9:22,"small, yellow/opaque",33,1401,AL,
2022-04-18,108616,4407.538,MI-B1-w,MI,B1,w,w,Pit-Stop,9:22,NA,0,0,AL,
2022-04-18,108616,4407.538,MI-B1-w,MI,B1,w,w,Pit-Stop,9:22,NA,0,0,AL,
2022-04-18,108616,4407.538,MI-B1-w,MI,B1,w,w,Pit-Stop,9:22,NA,0,0,AL,
2022-04-18,108616,4407.538,MI-B1-control,MI,B1,control,control,Pit-Stop,9:22,NA,0,0,AL,
2022-04-18,108616,4407.538,MI-B1-t1,MI,B1,t1,t,Pit-Stop,9:25,NA,NA,NA,AC,
2022-04-18,108616,4407.538,MI-B1-t2,MI,B1,t2,t,Pit-Stop,9:25,NA,NA,NA,AC,
2022-04-18,108616,4407.538,MI-B1-t3,MI,B1,t3,t,Pit-Stop,9:25,NA,NA,NA,AC,
2022-04-18,108616,4407.538,MI-B1-t4,MI,B1,t4,t,Pit-Stop,9:25,NA,NA,NA,AC,
2022-04-18,108616,4407.538,MI-B1-f1,MI,B1,f1,f,Pit-Stop,9:35,taupe,1,1,AC,"full plate colony growth, smudge/smear"
2022-04-18,108616,4407.538,MI-B1-f2,MI,B1,f2,f,Pit-Stop,9:35,"medium, taupe, rough-edged",1,434,AC,
2022-04-18,108616,4407.538,MI-B1-f2,MI,B1,f2,f,Pit-Stop,9:35,"small, taupe",53,434,AC,
2022-04-18,108616,4407.538,MI-B1-f2,MI,B1,f2,f,Pit-Stop,9:35,"tiny, orange",12,434,AC,
2022-04-18,108616,4407.538,MI-B1-f2,MI,B1,f2,f,Pit-Stop,9:35,"tiny, yellow",28,434,AC,
2022-04-18,108616,4407.538,MI-B1-f2,MI,B1,f2,f,Pit-Stop,9:35,"tiny, taupe",340,434,AC,
2022-04-18,108616,4407.538,MI-B1-f3,MI,B1,f3,f,Pit-Stop,9:35,"medium, taupe",1,200,AC,
2022-04-18,108616,4407.538,MI-B1-f3,MI,B1,f3,f,Pit-Stop,9:35,"small, taupe",31,200,AC,
2022-04-18,108616,4407.538,MI-B1-f3,MI,B1,f3,f,Pit-Stop,9:35,"small, orange",25,200,AC,
2022-04-18,108616,4407.538,MI-B1-f3,MI,B1,f3,f,Pit-Stop,9:35,"small, yellow",7,200,AC,
2022-04-18,108616,4407.538,MI-B1-f3,MI,B1,f3,f,Pit-Stop,9:35,"tiny, yellow",25,200,AC,
2022-04-18,108616,4407.538,MI-B1-f3,MI,B1,f3,f,Pit-Stop,9:35,"tiny, orange",111,200,AC,
2022-04-18,108616,4407.538,MI-B1-f4,MI,B1,f4,f,Pit-Stop,9:35,"small, taupe",18,1206,AC,
2022-04-18,108616,4407.538,MI-B1-f4,MI,B1,f4,f,Pit-Stop,9:35,"small, orange",1,1206,AC,
2022-04-18,108616,4407.538,MI-B1-f4,MI,B1,f4,f,Pit-Stop,9:35,"tiny, yellow",3,1206,AC,
2022-04-18,108616,4407.538,MI-B1-f4,MI,B1,f4,f,Pit-Stop,9:35,"tiny, taupe",1184,1206,AC,
2022-04-25,210191.2,3297.833,CA-B1-control,CA,B1,control,control,Pit-Stop,10:00,"small, white",1,2,AC,
2022-04-25,210191.2,3297.833,CA-B1-control,CA,B1,control,control,Pit-Stop,10:00,"large, light orange",1,2,AC,
2022-04-25,210191.2,3297.833,CA-B1-t2,CA,B1,t2,t,Pit-Stop,10:00,"large, white",2,4,AC,
2022-04-25,210191.2,3297.833,CA-B1-t2,CA,B1,t2,t,Pit-Stop,10:00,"medium, yellow",1,4,AC,
2022-04-25,210191.2,3297.833,CA-B1-t2,CA,B1,t2,t,Pit-Stop,10:00,"small, white",1,4,AC,
2022-04-25,210191.2,3297.833,CA-B1-t3,CA,B1,t3,t,Pit-Stop,10:00,"large, white",1,2,AC,
2022-04-25,210191.2,3297.833,CA-B1-t3,CA,B1,t3,t,Pit-Stop,10:00,"small, white",1,2,AC,
2022-04-25,210191.2,3297.833,CA-B1-t1,CA,B1,t1,t,Pit-Stop,10:00,NA,0,0,AC,
2022-04-25,210191.2,3297.833,CA-B1-t4,CA,B1,t4,t,Pit-Stop,10:00,"large, white, black center",1,1,AC,
2022-04-25,210191.2,3297.833,CA-B1-f4,CA,B1,f4,f,Pit-Stop,10:00,"large, orange",24,600,AC,
2022-04-25,210191.2,3297.833,CA-B1-f4,CA,B1,f4,f,Pit-Stop,10:00,"large, white",64,600,AC,
2022-04-25,210191.2,3297.833,CA-B1-f4,CA,B1,f4,f,Pit-Stop,10:00,"medium, yellow",8,600,AC,
2022-04-25,210191.2,3297.833,CA-B1-f4,CA,B1,f4,f,Pit-Stop,10:00,"medium, light yellow",24,600,AC,
2022-04-25,210191.2,3297.833,CA-B1-f4,CA,B1,f4,f,Pit-Stop,10:00,"small, white",240,600,AC,
2022-04-25,210191.2,3297.833,CA-B1-f4,CA,B1,f4,f,Pit-Stop,10:00,"small, yellow",240,600,AC,
2022-04-25,210191.2,3297.833,CA-B1-f2,CA,B1,f2,f,Pit-Stop,10:00,"large, light yellow",8,1104,AC,
2022-04-25,210191.2,3297.833,CA-B1-f2,CA,B1,f2,f,Pit-Stop,10:00,"medium, white",48,1104,AC,
2022-04-25,210191.2,3297.833,CA-B1-f2,CA,B1,f2,f,Pit-Stop,10:00,"small, orange",120,1104,AC,
2022-04-25,210191.2,3297.833,CA-B1-f2,CA,B1,f2,f,Pit-Stop,10:00,"medium, yellow",24,1104,AC,
2022-04-25,210191.2,3297.833,CA-B1-f2,CA,B1,f2,f,Pit-Stop,10:00,"small, light yellow",904,1104,AC,
2022-04-25,210191.2,3297.833,CA-B1-f3,CA,B1,f3,f,Pit-Stop,10:00,"medium, orange",152,960,AC,
2022-04-25,210191.2,3297.833,CA-B1-f3,CA,B1,f3,f,Pit-Stop,10:00,"medium, white",168,960,AC,
2022-04-25,210191.2,3297.833,CA-B1-f3,CA,B1,f3,f,Pit-Stop,10:00,"medium, yellow",48,960,AC,
2022-04-25,210191.2,3297.833,CA-B1-f3,CA,B1,f3,f,Pit-Stop,10:00,"small, white",592,960,AC,
2022-04-25,210191.2,3297.833,CA-B1-f1,CA,B1,f1,f,Pit-Stop,10:00,"tiny, opaque",37,102,AC,
2022-04-25,210191.2,3297.833,CA-B1-f1,CA,B1,f1,f,Pit-Stop,10:00,"small, opaque",36,102,AC,
2022-04-25,210191.2,3297.833,CA-B1-f1,CA,B1,f1,f,Pit-Stop,10:00,"tiny, orange",17,102,AC,
2022-04-25,210191.2,3297.833,CA-B1-f1,CA,B1,f1,f,Pit-Stop,10:00,"medium, orange",8,102,AC,
2022-04-25,210191.2,3297.833,CA-B1-f1,CA,B1,f1,f,Pit-Stop,10:00,"medium, white",3,102,AC,
2022-04-25,210191.2,3297.833,CA-B1-f1,CA,B1,f1,f,Pit-Stop,10:00,"XL, white",1,102,AC,
2022-04-25,210191.2,3297.833,CA-B1-s1,CA,B1,s1,s,Pit-Stop,9:22,"small, white",21,23,AL,
2022-04-25,210191.2,3297.833,CA-B1-s1,CA,B1,s1,s,Pit-Stop,9:22,"small, opaque",1,23,AL,
2022-04-25,210191.2,3297.833,CA-B1-s1,CA,B1,s1,s,Pit-Stop,9:22,"medium, yellow",1,23,AL,
2022-04-25,210191.2,3297.833,CA-B1-s2,CA,B1,s2,s,Pit-Stop,9:22,"tiny, white",223,245,AL,
2022-04-25,210191.2,3297.833,CA-B1-s2,CA,B1,s2,s,Pit-Stop,9:22,"large, white",10,245,AL,
2022-04-25,210191.2,3297.833,CA-B1-s2,CA,B1,s2,s,Pit-Stop,9:22,"medium, orange",12,245,AL,
2022-04-25,210191.2,3297.833,CA-B1-s3,CA,B1,s3,s,Pit-Stop,9:22,"tiny, yellow",1492,1511,AL,
2022-04-25,210191.2,3297.833,CA-B1-s3,CA,B1,s3,s,Pit-Stop,9:22,"medium, yellow",19,1511,AL,
2022-04-25,210191.2,3297.833,CA-B1-w,CA,B1,w,w,Pit-Stop,9:22,NA,0,0,AL,
2022-04-25,210191.2,3297.833,CA-B1-w,CA,B1,w,w,Pit-Stop,9:22,NA,0,0,AL,
2022-04-25,210191.2,3297.833,CA-B1-w,CA,B1,w,w,Pit-Stop,9:22,NA,0,0,AL,
2022-04-25,210191.2,3297.833,CA-B1-control,CA,B1,control,control,Pit-Stop,9:22,"small, white",2,2,AL,
